Time, Head Rotation, Left Pupil Size, Left Pupil Position X, Left Pupil Position Y, Right Pupil Size, Right Pupil Position X, Right Pupil Position Y, Direction X, Direction Y
0,-10.51456,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.02,-10.51459,0,INVALID,INVALID,0,0.8783914, 0.4348804,INVALID,INVALID
0.04,-10.47989,2.431274,0.04424357,-0.0003077984,2.016556,-0.2637808, -0.01230574,INVALID,INVALID
0.3733333,-1.338684,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.4221294,-0.1409607,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.4368736,-0.119873,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
2.113905,3.174665,3.581116,0.5033094,0.01071429,2.984467,0.08396733, 0.02538407,21.87476,-4.415082
2.124993,3.201102,2.530457,0.5341817,-0.0007190704,2.988037,0.0976615, 0.02496773,23.37783,-4.131001
2.136224,3.239428,2.929413,0.5880262,-0.01539767,2.567673,0.1078651, 0.02787918,20.07795,-5.789736
2.147733,3.270094,2.724442,0.5980535,-0.02912295,3.455002,0.1115639, 0.02688444,29.21297,-1.593113
2.158706,3.306981,3.428726,0.5630851,0.02610964,3.453445,0.1114724, 0.02800292,28.94388,-1.496979
2.169668,3.33611,3.427078,0.5630851,0.02461898,3.250229,0.1114724, 0.02763861,26.59111,-2.748942
2.18086,3.372736,3.34079,0.5603693,0.02111268,3.057373,0.1115639, 0.02688444,24.53353,-3.911063
2.191947,3.395529,3.440933,0.5630851,0.02101827,3.03183,0.1117176, 0.02680999,24.27336,-3.995177
2.203002,3.421814,2.485382,0.5043983,0.02526736,3.006241,0.1120671, 0.02680999,23.90285,-4.043413
2.21447,3.44469,2.631256,0.5172772,-0.0006338358,3.001785,0.1118712, 0.02673548,23.79289,-4.044236
2.225399,3.457438,2.662506,0.5542029,-0.00646174,2.99823,0.1120671, 0.02680999,23.74988,-4.122221
2.236275,3.470027,2.676849,0.5542029,-0.00646174,2.995895,0.1124043, 0.02680999,23.81223,-4.117086
2.247447,3.468239,2.63533,0.5172772,-0.0006338358,3.001999,0.1124327, 0.02673548,23.82352,-4.040796
2.258931,3.473714,2.562622,0.5129325,-0.0002630949,2.997787,0.1124892, 0.02655166,23.82323,-4.161701
2.269557,3.469949,2.389099,0.5129325,0.00299257,3.005539,0.1129931, 0.02636778,23.99173,-4.08629
2.281064,3.484249,2.359985,0.5172772,0.005877376,3.002914,0.1130836, 0.02636778,24.00902,-4.083702
2.292159,3.48529,2.368515,0.5316837,0.00299257,3.001785,0.1131214, 0.02636778,24.0157,-4.08279
2.303415,3.47858,2.501205,0.550174,0.00299257,3.01944,0.1136972, 0.02653933,24.39045,-3.909311
2.314332,3.480982,2.457474,0.5542579,0.005877376,3.020706,0.1137145, 0.02653933,24.54817,-3.89355
2.325405,3.471365,2.449142,0.5544336,0.00299257,3.268356,0.1140873, 0.02653933,26.94758,-2.581719
2.336478,3.457689,2.538345,0.5546094,0.005877376,3.278534,0.1143236, 0.02653933,27.15958,-2.488135
2.347643,3.443657,2.504318,0.5542579,0.005877376,3.278381,0.1143236, 0.02641654,27.15949,-2.509987
2.358912,3.440459,2.408463,0.5460901,0.005877376,3.287125,0.1143236, 0.02653933,27.16071,-2.489865
2.369795,3.449935,2.539566,0.5542579,0.00880754,3.278946,0.1145926, 0.02653933,27.21445,-2.481123
2.380978,3.451188,2.581299,0.5546094,0.01413172,3.278534,0.1143236, 0.02653933,27.15958,-2.488135
2.392022,3.460834,2.620239,0.5834835,0.00880754,3.259949,0.1141847, 0.02653933,26.96601,-2.579064
2.402833,3.469162,2.579468,0.5885804,0.0002062917,3.190399,0.1131346, 0.02628416,26.17064,-2.994867
2.414149,3.481813,2.579468,0.5885804,0.0002062917,3.190399,0.1131346, 0.02628416,26.17064,-2.994867
2.427806,3.50247,2.579514,0.584834,0.005506337,3.192657,0.1131346, 0.02611601,26.10716,-3.001005
2.43615,3.511707,2.368881,0.5834835,0.0002062917,3.210007,0.1130649, 0.025572,26.03612,-3.200634
2.446934,3.526367,2.550934,0.5571271,0.005506337,3.209442,0.1130649, 0.025572,26.03428,-3.266326
2.458442,3.539133,2.550934,0.5571271,0.005506337,3.209412,0.1129577, 0.02601516,26.01196,-3.240088
2.46882,3.571447,2.682892,0.5688652,0.006859601,3.190781,0.1129577, 0.02585828,25.93806,-3.084198
2.480094,3.594606,2.659454,0.5688652,0.009549558,3.177414,0.1130649, 0.025572,25.9992,-3.276799
2.491244,3.618767,2.541458,0.5688652,0.009549558,3.187271,0.1130649, 0.025572,25.99536,-3.315407
2.502705,3.656409,2.452637,0.5571271,0.006859601,3.164642,0.1129577, 0.02585828,25.85928,-3.437067
2.513423,3.688515,2.567657,0.5571271,0.009139717,3.171692,0.1124249, 0.02585828,25.75454,-3.450201
